Formula_ID,Notes,rHDPE (%),Virgin HDPE (%),Filler_1,F1_Content (%),F1_Supplier,F1_Functional Class,Filler_2,F2_Content (%),F2_Supplier,F2_Functional Class,Filler_3,F3_Content (%),F3_Supplier,F3_Functional Class,Additive_1,A1_Content (%),A1_Supplier,A1_Functional Class,Additive_2,A2_Content (%),A2_Supplier,A2_Functional Class,Additive_3,A3_Content (%),A3_Supplier,A3_Functional Class,Density (g/cc),Shore hardness (D),Melt Flow Index (g/10 min),Intrinsic Viscosity (dL/g),Tensile Strength (MPa),Young's Modulus (GPa),Elongation at Break (%),Impact Strength (kJ/m²),Haze (%),Crystallinity (%),Glass Transition Temp (°C),Melting Temp (°C),Degradation Temp (°C),OIT @200°C (min),WVTR (g/m²/day),OTR (cc/m²/day),Shrinkage (ASTM D955) (%),FTIR Peak 1 (cm⁻¹),FTIR Peak 2 (cm⁻¹),Cost ($/kg),Cost ($/lb),CO2 Equivalent (kg CO2/kg),kg produced annually,Processing Recommendations,F1_Safety,F2_Safety,F3_Safety,A1_Safety,A2_Safety,A3_Safety,Safety Summary
rHDPE_0053,Generated,87.77,3.402,Talc,8.678,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95498,69.3,10.0947,0.532,30.855,1.1651,1666.0,7.87,93.0,62.31,-118.2,131.4,371.7,19.4,0.3234,224.27,2.166,2915,2848,1.135,0.515,0.995,"230,467,850","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0054,Generated,91.422,8.264,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.059,BASF,primary_antioxidant,Irgafos 168,0.105,BASF,secondary_antioxidant,0.95484,70.7,11.2968,0.531,26.061,1.0092,1583.7,8.073,97.9,64.49,-114.2,128.2,361.7,21.0,0.35,250.0,2.449,2915,2848,1.219,0.553,0.812,"3,172,102,995","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Hydrolysis-sensitive; keep dry; PPE.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0055,Generated,50.501,29.044,Calcium Carbonate,20.139,Omya,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.166,BASF,primary_antioxidant,,0.0,,,0.95345,66.6,11.7406,0.5236,32.532,1.3507,1596.6,7.875,98.0,58.06,-123.1,131.5,355.0,14.1,0.3087,222.25,1.642,2915,2848,2.524,1.145,1.256,"99,309,797","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0056,Generated,95.413,4.437,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95032,67.7,9.4482,0.5312,27.26,1.0594,1332.9,8.073,93.0,59.48,-118.8,130.9,381.8,16.6,0.35,250.0,1.948,2915,2848,1.203,0.546,0.804,"3,039,418,109","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0057,Generated,82.173,1.09,Talc,12.949,Imerys,mineral_filler,Calcium Carbonate,3.511,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.061,BASF,primary_antioxidant,Irgafos 168,0.066,BASF,secondary_antioxidant,0.95182,68.8,10.0606,0.5317,34.346,1.2288,1419.5,7.731,98.9,61.91,-120.3,130.5,353.8,17.7,0.3033,207.6,2.061,2915,2848,1.344,0.61,1.172,"154,452,081","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Hydrolysis-sensitive; keep dry; PPE.,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0058,Generated,92.15,7.526,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.174,BASF,primary_antioxidant,,0.0,,,0.95199,69.3,9.2502,0.5347,26.274,1.0313,1772.2,8.073,94.3,62.3,-118.1,129.9,353.2,11.3,0.35,250.0,2.23,2915,2848,1.227,0.557,0.813,"3,147,042,865","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0059,Generated,86.807,13.043,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95478,68.5,10.6801,0.5287,29.368,1.0411,1764.7,8.073,93.1,60.62,-120.8,131.7,351.8,12.9,0.35,250.0,2.062,2915,2848,1.199,0.544,0.804,"3,340,744,410","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0060,Generated,70.475,16.877,Talc,12.334,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.164,BASF,primary_antioxidant,,0.0,,,0.95438,70.1,11.7854,0.5294,31.242,1.2404,1498.5,7.777,92.2,63.97,-124.7,131.8,379.2,13.2,0.312,213.69,2.303,2915,2848,1.126,0.511,1.084,"162,153,397","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0061,Generated,89.036,10.814,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95435,68.5,9.6031,0.5319,28.166,1.0142,1218.4,8.073,93.7,60.66,-117.3,128.9,364.7,13.4,0.35,250.0,2.066,2915,2848,1.2,0.544,0.804,"3,257,109,484","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0062,Generated,96.877,2.973,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95309,69.1,9.0884,0.5347,27.428,1.0662,1465.2,8.073,92.8,61.74,-122.3,131.0,354.0,14.3,0.35,250.0,2.174,2915,2848,1.204,0.546,0.804,"2,993,486,586","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0063,Generated,63.098,17.032,Talc,19.72,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95083,66.4,11.5929,0.5237,34.303,1.3431,1246.2,7.574,95.9,57.84,-123.8,130.1,365.4,11.3,0.2886,192.76,1.624,2915,2848,1.039,0.471,1.238,"101,419,878","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0064,Generated,87.273,12.396,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.119,BASF,primary_antioxidant,Irganox 1010,0.062,BASF,primary_antioxidant,0.95157,67.7,9.6177,0.5305,26.448,1.064,1443.0,8.073,96.9,59.29,-115.3,128.7,383.2,15.3,0.35,250.0,1.929,2915,2848,1.227,0.557,0.813,"3,322,906,283","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Phenolic AO; low volatility; PPE for powders.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0065,Generated,84.436,15.285,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.129,BASF,primary_antioxidant,,0.0,,,0.95198,67.0,9.3581,0.5302,25.841,1.0333,1506.3,8.073,97.3,58.1,-123.6,130.0,381.7,13.9,0.35,250.0,1.81,2915,2848,1.217,0.552,0.811,"3,434,553,982","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0066,Generated,94.659,5.126,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.065,BASF,secondary_antioxidant,,0.0,,,0.95476,68.9,9.8558,0.5317,27.897,1.0564,1608.7,8.073,99.7,61.28,-116.2,130.6,384.5,13.6,0.35,250.0,2.128,2915,2848,1.209,0.548,0.807,"3,063,628,392","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0067,Generated,84.319,15.392,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.139,BASF,primary_antioxidant,,0.0,,,0.95176,65.7,9.847,0.5262,26.844,1.0038,1372.2,8.073,93.8,55.74,-117.0,131.9,353.2,16.5,0.35,250.0,1.574,2915,2848,1.218,0.553,0.811,"3,439,319,726","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0068,Generated,89.685,1.436,Calcium Carbonate,5.47,Omya,mineral_filler,Talc,3.114,Imerys,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.145,BASF,secondary_antioxidant,,0.0,,,0.95072,70.2,9.3135,0.5364,29.44,1.1688,1271.1,7.955,91.7,64.19,-122.5,129.8,365.5,16.1,0.3301,233.75,2.355,2915,2848,1.548,0.702,0.999,"365,630,713","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,Mineral dust; PPE; choose low-impurity grades.,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Calcium Carbonate: Dust; food-contact grades available. | Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0069,Generated,89.889,9.901,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.06,BASF,secondary_antioxidant,,0.0,,,0.95315,67.2,9.3188,0.5305,26.933,1.0558,1351.2,8.073,90.8,58.35,-115.7,131.9,371.1,11.8,0.35,250.0,1.835,2915,2848,1.206,0.547,0.807,"3,226,201,204","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0070,Generated,67.768,22.962,Calcium Carbonate,9.12,Omya,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95208,69.6,11.1756,0.5299,31.283,1.1694,1609.5,7.99,93.7,63.05,-118.1,130.1,372.7,14.2,0.3323,238.16,2.236,2915,2848,1.787,0.811,1.005,"219,298,246","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,,,May bloom; slippery surfaces.,,,Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0071,Generated,93.386,6.309,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.084,BASF,primary_antioxidant,Irganox 1010,0.071,BASF,primary_antioxidant,0.95039,69.9,8.4046,0.5391,29.176,1.0771,1730.2,8.073,93.8,63.44,-123.8,129.3,376.8,11.7,0.35,250.0,2.344,2915,2848,1.227,0.556,0.812,"3,105,390,530","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Phenolic AO; low volatility; PPE for powders.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0072,Generated,71.428,28.317,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.105,BASF,primary_antioxidant,,0.0,,,0.9536,70.7,10.4424,0.5334,28.919,1.0752,1340.4,8.073,91.9,64.7,-122.6,131.9,377.5,19.5,0.35,250.0,2.47,2915,2848,1.207,0.547,0.81,"4,060,032,480","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0073,Generated,79.477,19.965,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.195,BASF,primary_antioxidant,Irgafos 168,0.213,BASF,secondary_antioxidant,0.95401,66.1,9.0,0.5297,29.371,1.0641,1532.7,8.073,97.6,56.38,-123.5,131.4,379.9,14.6,0.35,250.0,1.638,2915,2848,1.243,0.564,0.823,"3,648,854,386","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Hydrolysis-sensitive; keep dry; PPE.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0074,Generated,64.689,15.312,Talc,9.136,Imerys,mineral_filler,Calcium Carbonate,10.601,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.112,BASF,primary_antioxidant,,0.0,,,0.95242,65.6,8.7558,0.5305,29.746,1.2577,1526.2,7.764,95.1,56.28,-121.6,128.6,351.7,19.7,0.301,209.28,1.468,2915,2848,1.833,0.831,1.244,"188,661,447","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0075,Generated,73.238,26.559,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.053,BASF,primary_antioxidant,,0.0,,,0.95108,66.1,11.7609,0.522,27.116,1.0609,1665.7,8.073,96.2,56.5,-122.0,128.5,358.4,16.6,0.35,250.0,1.65,2915,2848,1.201,0.545,0.807,"3,959,693,056","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0076,Generated,64.833,18.762,Calcium Carbonate,16.141,Omya,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.114,BASF,primary_antioxidant,,0.0,,,0.95157,67.4,10.5216,0.5279,33.936,1.1886,1193.2,7.918,94.0,59.39,-119.7,130.0,384.9,16.0,0.3176,228.25,1.812,2915,2848,2.262,1.026,1.165,"123,908,060","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0077,Generated,45.333,22.248,Calcium Carbonate,18.858,Omya,mineral_filler,Talc,13.309,Imerys,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.102,BASF,primary_antioxidant,,0.0,,,0.95474,69.2,9.062,0.5363,35.523,1.378,1515.0,7.575,96.9,63.19,-121.7,131.2,366.9,17.4,0.2694,185.4,2.032,2915,2848,2.331,1.057,1.517,"106,055,785","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,Mineral dust; PPE; choose low-impurity grades.,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Calcium Carbonate: Dust; food-contact grades available. | Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0078,Generated,83.831,16.019,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.951,65.5,11.7335,0.521,29.946,1.0515,1525.8,8.073,97.8,55.42,-121.8,131.0,356.7,13.6,0.35,250.0,1.542,2915,2848,1.198,0.543,0.804,"3,459,340,817","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0079,Generated,88.072,11.617,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.161,BASF,primary_antioxidant,,0.0,,,0.95447,67.5,11.8949,0.5241,27.488,1.0496,1754.6,8.073,96.0,58.87,-119.8,131.2,375.5,11.2,0.35,250.0,1.887,2915,2848,1.223,0.555,0.812,"3,292,760,469","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0080,Generated,88.567,2.802,Talc,8.328,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.153,BASF,primary_antioxidant,,0.0,,,0.95044,70.1,9.3516,0.5361,28.333,1.2056,1723.5,7.879,98.3,64.04,-115.5,128.3,372.5,14.2,0.3245,225.29,2.342,2915,2848,1.163,0.528,0.995,"240,153,698","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
